date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:44:36	36797/36797	---M-Z	200	added ('OK')	text/html	etag:%228fbd-5200153a6b9c1%22	http://eazzy.me/html/garbini/index.html	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/index.html	(from http://eazzy.me/html/garbini/product.html)
15:44:37	2038/2038	---M--	200	added ('OK')	image/png	etag:%227f6-52001588f7cfa%22	http://eazzy.me/html/garbini/img/logo.png	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/logo.png	(from http://eazzy.me/html/garbini/product.html)
15:44:37	56649/56649	---M-Z	200	added ('OK')	text/html	etag:%22dd49-520015378e37e%22	http://eazzy.me/html/garbini/index-2.html	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/index-2.html	(from http://eazzy.me/html/garbini/product.html)
15:44:38	59652/59652	---M-Z	200	added ('OK')	text/html	etag:%22e904-520015389ac54%22	http://eazzy.me/html/garbini/index-3.html	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/index-3.html	(from http://eazzy.me/html/garbini/product.html)
15:44:38	37468/37468	---M-Z	200	added ('OK')	text/html	etag:%22925c-520015398524a%22	http://eazzy.me/html/garbini/index-alt.html	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/index-alt.html	(from http://eazzy.me/html/garbini/product.html)
15:44:38	40285/40285	---M-Z	200	added ('OK')	text/html	etag:%229d5d-520015302e8aa%22	http://eazzy.me/html/garbini/category.html	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/category.html	(from http://eazzy.me/html/garbini/product.html)
15:44:39	32630/32630	---M-Z	200	added ('OK')	text/html	etag:%227f76-5200154383b64%22	http://eazzy.me/html/garbini/portfolio.html	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/portfolio.html	(from http://eazzy.me/html/garbini/product.html)
15:44:39	28670/28670	---M-Z	200	added ('OK')	text/html	etag:%226ffe-52001542985cd%22	http://eazzy.me/html/garbini/portfolio-single.html	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/portfolio-single.html	(from http://eazzy.me/html/garbini/product.html)
15:44:40	32630/32630	---M-Z	200	added ('OK')	text/html	etag:%227f76-52001540c97a0%22	http://eazzy.me/html/garbini/portfolio-3col.html	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/portfolio-3col.html	(from http://eazzy.me/html/garbini/product.html)
15:44:40	32558/32558	---M-Z	200	added ('OK')	text/html	etag:%227f2e-5200153fdb329%22	http://eazzy.me/html/garbini/portfolio-2col.html	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/portfolio-2col.html	(from http://eazzy.me/html/garbini/product.html)
15:44:40	34958/34958	---M-Z	200	added ('OK')	text/html	etag:%22888e-52001541b1e56%22	http://eazzy.me/html/garbini/portfolio-alt.html	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/portfolio-alt.html	(from http://eazzy.me/html/garbini/product.html)
15:44:41	24937/24937	---M-Z	200	added ('OK')	text/html	etag:%226169-5200153ef4bb2%22	http://eazzy.me/html/garbini/pages.html	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/pages.html	(from http://eazzy.me/html/garbini/product.html)
15:44:41	35281/35281	---M-Z	200	added ('OK')	text/html	etag:%2289d1-52001549e1942%22	http://eazzy.me/html/garbini/services.html	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/services.html	(from http://eazzy.me/html/garbini/product.html)
15:44:42	32442/32442	---M-Z	200	added ('OK')	text/html	etag:%227eba-52001548f928b%22	http://eazzy.me/html/garbini/services-2.html	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/services-2.html	(from http://eazzy.me/html/garbini/product.html)
15:44:42	30079/30079	---M-Z	200	added ('OK')	text/html	etag:%22757f-52001536868c9%22	http://eazzy.me/html/garbini/faqs.html	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/faqs.html	(from http://eazzy.me/html/garbini/product.html)
15:44:42	32941/32941	---M-Z	200	added ('OK')	text/html	etag:%2280ad-52001535a0152%22	http://eazzy.me/html/garbini/faqs-with-sidebar.html	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/faqs-with-sidebar.html	(from http://eazzy.me/html/garbini/product.html)
15:44:43	27743/27743	---M-Z	200	added ('OK')	text/html	etag:%226c5f-52001531ff617%22	http://eazzy.me/html/garbini/contact-2.html	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/contact-2.html	(from http://eazzy.me/html/garbini/product.html)
15:44:43	30420/30420	---M-Z	200	added ('OK')	text/html	etag:%2276d4-52001532e9c0e%22	http://eazzy.me/html/garbini/contact-3.html	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/contact-3.html	(from http://eazzy.me/html/garbini/product.html)
15:44:43	28449/28449	---M-Z	200	added ('OK')	text/html	etag:%226f21-5200154550a51%22	http://eazzy.me/html/garbini/price-table.html	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/price-table.html	(from http://eazzy.me/html/garbini/product.html)
15:44:44	69280/69280	---M-Z	200	added ('OK')	text/html	etag:%2210ea0-5200154bcbcee%22	http://eazzy.me/html/garbini/shortcodes.html	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/shortcodes.html	(from http://eazzy.me/html/garbini/product.html)
15:44:44	31251/31251	---M-Z	200	added ('OK')	text/html	etag:%227a13-5200154cb2465%22	http://eazzy.me/html/garbini/typography.html	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/typography.html	(from http://eazzy.me/html/garbini/product.html)
15:44:45	21128/21128	---M-Z	200	added ('OK')	text/html	etag:%225288-52001534b8a3b%22	http://eazzy.me/html/garbini/error-404.html	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/error-404.html	(from http://eazzy.me/html/garbini/product.html)
15:44:50	34957/34957	---M--	200	added ('OK')	image/jpeg	etag:%22888d-520015a1d8e3b%22	http://eazzy.me/html/garbini/img/images/product-1.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/product-1.jpg	(from http://eazzy.me/html/garbini/product.html)
15:44:52	34883/34883	---M--	200	added ('OK')	image/jpeg	etag:%228843-520015a2c3431%22	http://eazzy.me/html/garbini/img/images/product-2.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/product-2.jpg	(from http://eazzy.me/html/garbini/product.html)
15:44:52	31540/31540	---M--	200	added ('OK')	image/jpeg	etag:%227b34-520015a3a8c08%22	http://eazzy.me/html/garbini/img/images/product-3.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/product-3.jpg	(from http://eazzy.me/html/garbini/product.html)
15:44:53	28843/28843	---M-Z	200	added ('OK')	text/html	etag:%2270ab-5200154ac9059%22	http://eazzy.me/html/garbini/shopping-cart.html	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/shopping-cart.html	(from http://eazzy.me/html/garbini/product.html)
15:44:55	15831/15831	---M--	200	added ('OK')	image/png	etag:%223dd7-520015a0f3664%22	http://eazzy.me/html/garbini/img/images/payments.png	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/payments.png	(from http://eazzy.me/html/garbini/product.html)
15:44:56	35895/35895	---M--	200	added ('OK')	image/jpeg	etag:%228c37-520015a48c49f%22	http://eazzy.me/html/garbini/img/images/product-4.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/product-4.jpg	(from http://eazzy.me/html/garbini/product.html)
15:44:56	111572/111572	---M--	200	added ('OK')	image/jpeg	etag:%221b3d4-520015a02d28c%22	http://eazzy.me/html/garbini/img/images/large.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/large.jpg	(from http://eazzy.me/html/garbini/product.html)
15:44:57	29171/29171	---M-Z	200	added ('OK')	application/javascript	etag:%2271f3-520015dfe679d%22	http://eazzy.me/html/garbini/js/bootstrap.min.js	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/js/bootstrap.min.js	(from http://eazzy.me/html/garbini/product.html)
15:44:57	14916/14916	---M-Z	200	added ('OK')	application/javascript	etag:%223a44-520015f9419f9%22	http://eazzy.me/html/garbini/js/owl.carousel.min.js	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/js/owl.carousel.min.js	(from http://eazzy.me/html/garbini/product.html)
15:44:58	10426/10426	---M-Z	200	added ('OK')	application/javascript	etag:%2228ba-520015f714fcf%22	http://eazzy.me/html/garbini/js/jquery.jpanelmenu.min.js	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/js/jquery.jpanelmenu.min.js	(from http://eazzy.me/html/garbini/product.html)
15:44:58	5299/5299	---M-Z	200	added ('OK')	application/javascript	etag:%2214b3-520015f7b8128%22	http://eazzy.me/html/garbini/js/main.js	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/js/main.js	(from http://eazzy.me/html/garbini/product.html)
15:44:58	3237/3237	---M-Z	200	added ('OK')	application/javascript	etag:%22ca5-520015f58d63f%22	http://eazzy.me/html/garbini/js/jquery.cookie.js	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/js/jquery.cookie.js	(from http://eazzy.me/html/garbini/product.html)
15:44:59	5732/5732	---M-Z	200	added ('OK')	application/javascript	etag:%221664-520015fa88c4b%22	http://eazzy.me/html/garbini/js/theme-config.js	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/js/theme-config.js	(from http://eazzy.me/html/garbini/product.html)
15:44:59	368/368	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2024%20Sep%202016%2010:14:52%20GMT	http://eazzy.me/html/garbini/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/fonts/glyphicons-halflings-regular.37.delayed	(from http://eazzy.me/html/garbini/css/bootstrap.min.css)
15:45:00	368/368	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2024%20Sep%202016%2010:14:52%20GMT	http://eazzy.me/html/garbini/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/fonts/glyphicons-halflings-regulard41d.eot	(from http://eazzy.me/html/garbini/css/bootstrap.min.css)
15:45:00	370/370	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2024%20Sep%202016%2010:14:53%20GMT	http://eazzy.me/html/garbini/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/fonts/glyphicons-halflings-regular.woff2	(from http://eazzy.me/html/garbini/css/bootstrap.min.css)
15:45:00	369/369	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2024%20Sep%202016%2010:14:53%20GMT	http://eazzy.me/html/garbini/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/fonts/glyphicons-halflings-regular.woff	(from http://eazzy.me/html/garbini/css/bootstrap.min.css)
15:45:01	368/368	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2024%20Sep%202016%2010:14:53%20GMT	http://eazzy.me/html/garbini/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/fonts/glyphicons-halflings-regular.ttf	(from http://eazzy.me/html/garbini/css/bootstrap.min.css)
15:45:01	368/368	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2024%20Sep%202016%2010:14:54%20GMT	http://eazzy.me/html/garbini/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/fonts/glyphicons-halflings-regular.svg	(from http://eazzy.me/html/garbini/css/bootstrap.min.css)
15:45:01	346/346	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2024%20Sep%202016%2010:14:54%20GMT	http://eazzy.me/html/garbini/css/grabbing.png	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/css/grabbing.png	(from http://eazzy.me/html/garbini/css/owl.carousel.css)
15:45:01	96381/96381	---MC-	200	added ('OK')	text/javascript	date:Fri,%2016%20Oct%202015%2018:27:31%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js	C:/My%20Web%20Sites/QuickFashions/ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js	(from http://eazzy.me/html/garbini/product.html)
15:45:02	348/348	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2024%20Sep%202016%2010:14:54%20GMT	http://eazzy.me/html/garbini/css/AjaxLoader.gif	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/css/AjaxLoader.gif	(from http://eazzy.me/html/garbini/css/owl.theme.css)
15:45:02	17780/17780	---M-Z	200	added ('OK')	text/css	etag:%22fa6868c22ceca7f65191ec25c68a9bb5%22	http://netdna.bootstrapcdn.com/font-awesome/4.0.3/css/font-awesome.min.css	C:/My%20Web%20Sites/QuickFashions/netdna.bootstrapcdn.com/font-awesome/4.0.3/css/font-awesome.min.css	(from http://eazzy.me/html/garbini/css/style-pink.css)
15:45:08	22844/22844	---M--	200	added ('OK')	image/jpeg	etag:%22593c-520015daad933%22	http://eazzy.me/html/garbini/img/images/staff-1.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/staff-1.jpg	(from http://eazzy.me/html/garbini/about-us.html)
15:45:08	22848/22848	---M--	200	added ('OK')	image/jpeg	etag:%225940-520015db96f89%22	http://eazzy.me/html/garbini/img/images/staff-2.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/staff-2.jpg	(from http://eazzy.me/html/garbini/about-us.html)
15:45:11	74788/74788	---M--	200	added ('OK')	image/jpeg	etag:%2212424-52001598e5e57%22	http://eazzy.me/html/garbini/img/images/about-bg.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/about-bg.jpg	(from http://eazzy.me/html/garbini/css/style-pink.css)
15:45:12	36547/36547	---M-Z	200	added ('OK')	text/html	etag:%228ec3-520015446839a%22	http://eazzy.me/html/garbini/post.html	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/post.html	(from http://eazzy.me/html/garbini/blog.html)
15:45:12	23809/23809	---M--	200	added ('OK')	image/jpeg	etag:%225d01-520015dc82520%22	http://eazzy.me/html/garbini/img/images/staff-3.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/staff-3.jpg	(from http://eazzy.me/html/garbini/about-us.html)
15:45:12	340/340	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2024%20Sep%202016%2010:15:05%20GMT	http://eazzy.me/html/garbini/post.html/	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/post.html/index.html	(from http://eazzy.me/html/garbini/blog.html)
15:45:12	21533/21533	---M--	200	added ('OK')	image/jpeg	etag:%22541d-520015dd68c97%22	http://eazzy.me/html/garbini/img/images/staff-4.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/staff-4.jpg	(from http://eazzy.me/html/garbini/about-us.html)
15:45:13	40604/40604	---M-Z	200	added ('OK')	text/css	etag:%229e9c-52001564f90ec%22	http://eazzy.me/html/garbini/css/style.css	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/css/style.css	(from http://eazzy.me/html/garbini/account-details.html)
15:45:13	350/350	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2024%20Sep%202016%2010:15:06%20GMT	http://eazzy.me/html/garbini/product-details.html	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/product-details.html	(from http://eazzy.me/html/garbini/review-rating.html)
15:45:16	112345/112345	---M--	200	added ('OK')	image/jpeg	etag:%221b6d9-5200159a0adcb%22	http://eazzy.me/html/garbini/img/images/about-large.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/about-large.jpg	(from http://eazzy.me/html/garbini/about-us.html)
15:45:27	59452/59452	---M--	200	added ('OK')	image/jpeg	etag:%22e83c-5200159b0da60%22	http://eazzy.me/html/garbini/img/images/ad-1.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/ad-1.jpg	(from http://eazzy.me/html/garbini/index.html)
15:45:35	48213/48213	---M--	200	added ('OK')	image/jpeg	etag:%22bc55-5200159c14576%22	http://eazzy.me/html/garbini/img/images/ad-2.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/ad-2.jpg	(from http://eazzy.me/html/garbini/index.html)
15:45:43	39475/39475	---M--	200	added ('OK')	image/jpeg	etag:%229a33-5200159cf9d4d%22	http://eazzy.me/html/garbini/img/images/ad-3.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/ad-3.jpg	(from http://eazzy.me/html/garbini/index.html)
15:45:54	65891/65891	---M--	200	added ('OK')	image/jpeg	etag:%2210163-5200159dfe922%22	http://eazzy.me/html/garbini/img/images/ad-4.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/ad-4.jpg	(from http://eazzy.me/html/garbini/index.html)
15:46:00	31447/31447	---M--	200	added ('OK')	image/jpeg	etag:%227ad7-52001592beb76%22	http://eazzy.me/html/garbini/img/images/30-off.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/30-off.jpg	(from http://eazzy.me/html/garbini/index.html)
15:46:05	24291/24291	---M--	200	added ('OK')	image/jpeg	etag:%225ee3-520015a90d991%22	http://eazzy.me/html/garbini/img/images/sale-1.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/sale-1.jpg	(from http://eazzy.me/html/garbini/index.html)
15:46:12	39090/39090	---M--	200	added ('OK')	image/jpeg	etag:%2298b2-520015a9f21c7%22	http://eazzy.me/html/garbini/img/images/sale-2.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/sale-2.jpg	(from http://eazzy.me/html/garbini/index.html)
15:46:15	393805/393805	---M--	200	added ('OK')	image/jpeg	etag:%226024d-520015d83e88c%22	http://eazzy.me/html/garbini/img/images/slide-2.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/slide-2.jpg	(from http://eazzy.me/html/garbini/index.html)
15:46:16	26312/26312	---M--	200	added ('OK')	image/jpeg	etag:%2266c8-520015aad799e%22	http://eazzy.me/html/garbini/img/images/sale-3.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/sale-3.jpg	(from http://eazzy.me/html/garbini/index.html)
15:46:22	26191/26191	---M--	200	added ('OK')	image/jpeg	etag:%22664f-520015acab5eb%22	http://eazzy.me/html/garbini/img/images/sale-5.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/sale-5.jpg	(from http://eazzy.me/html/garbini/index.html)
15:46:22	37517/37517	---M--	200	added ('OK')	image/jpeg	etag:%22928d-520015abc3ed5%22	http://eazzy.me/html/garbini/img/images/sale-4.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/sale-4.jpg	(from http://eazzy.me/html/garbini/index.html)
15:46:27	466725/466725	---M--	200	added ('OK')	image/jpeg	etag:%2271f25-520015d9c621c%22	http://eazzy.me/html/garbini/img/images/slide-3.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/slide-3.jpg	(from http://eazzy.me/html/garbini/index.html)
15:46:27	24561/24561	---M--	200	added ('OK')	image/jpeg	etag:%225ff1-520015a572c16%22	http://eazzy.me/html/garbini/img/images/product-5.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/product-5.jpg	(from http://eazzy.me/html/garbini/index.html)
15:46:29	45029/45029	---M--	200	added ('OK')	image/jpeg	etag:%22afe5-520015adb1161%22	http://eazzy.me/html/garbini/img/images/sale-6.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/sale-6.jpg	(from http://eazzy.me/html/garbini/index.html)
15:46:31	25606/25606	---M--	200	added ('OK')	image/jpeg	etag:%226406-520015a65e1ac%22	http://eazzy.me/html/garbini/img/images/product-6.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/product-6.jpg	(from http://eazzy.me/html/garbini/index.html)
15:46:33	8350/8350	---M-Z	200	added ('OK')	application/javascript	etag:%22209e-520015f87d560%22	http://eazzy.me/html/garbini/js/modernizr.custom.63321.js	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/js/modernizr.custom.63321.js	(from http://eazzy.me/html/garbini/index-alt.html)
15:46:33	32996/32996	---M--	200	added ('OK')	image/jpeg	etag:%2280e4-520015a7429e3%22	http://eazzy.me/html/garbini/img/images/product-7.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/product-7.jpg	(from http://eazzy.me/html/garbini/index.html)
15:46:33	28789/28789	---M--	200	added ('OK')	image/jpeg	etag:%227075-520015a82721a%22	http://eazzy.me/html/garbini/img/images/product-8.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/product-8.jpg	(from http://eazzy.me/html/garbini/index.html)
15:46:36	21090/21090	---M--	200	added ('OK')	image/jpeg	etag:%225262-5200158b0c085%22	http://eazzy.me/html/garbini/img/images/1.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/1.jpg	(from http://eazzy.me/html/garbini/index-alt.html)
15:46:36	13250/13250	---M--	200	added ('OK')	image/jpeg	etag:%2233c2-52001590f4b68%22	http://eazzy.me/html/garbini/img/images/2.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/2.jpg	(from http://eazzy.me/html/garbini/index-alt.html)
15:46:37	19470/19470	---M--	200	added ('OK')	image/jpeg	etag:%224c0e-52001591db2df%22	http://eazzy.me/html/garbini/img/images/3.jpg	C:/My%20Web%20Sites/QuickFashions/eazzy.me/html/garbini/img/images/3.jpg	(from http://eazzy.me/html/garbini/index-alt.html)
